Date,Close
1/4/2016,73.55
1/5/2016,74.84
1/6/2016,74.08
1/7/2016,73.88
1/8/2016,71.38
1/11/2016,72.42
1/12/2016,73.36
1/13/2016,71.64
1/14/2016,70.41
1/15/2016,70.08
1/19/2016,69.24
1/20/2016,67.59
1/21/2016,68.64
1/22/2016,69.72
1/25/2016,68.92
1/26/2016,70.44
1/27/2016,70.69
1/28/2016,70.99
1/29/2016,72.42
2/1/2016,72.83
2/2/2016,73.31
2/3/2016,72.57
2/4/2016,70.04
2/5/2016,69.56
2/8/2016,70
2/9/2016,69.86
2/10/2016,68.76
2/11/2016,68.05
2/12/2016,69.95
2/16/2016,71.5
2/17/2016,72.1
2/18/2016,72.53
2/19/2016,72.32
2/22/2016,72.47
2/23/2016,73.99
2/24/2016,76.94
2/25/2016,78.67
2/26/2016,78.43
2/29/2016,78.45
3/1/2016,80.96
3/2/2016,81.1
3/3/2016,79.71
3/4/2016,81.13
3/7/2016,80.82
3/8/2016,80.53
3/9/2016,81.21
3/10/2016,81.5
3/11/2016,81.87
3/14/2016,81.77
3/15/2016,81.65
3/16/2016,82.39
3/17/2016,83.02
3/18/2016,82.71
3/21/2016,82.2
3/22/2016,81.7
3/23/2016,81.5
3/24/2016,82.04
3/28/2016,82.8
3/29/2016,82.97
3/30/2016,83.6
3/31/2016,82.28
4/1/2016,82.76
4/4/2016,82.3
4/5/2016,82.1
4/6/2016,82.17
4/7/2016,81.57
4/8/2016,80.88
4/11/2016,79.77
4/12/2016,80.78
4/13/2016,81.56
4/14/2016,81.78
4/15/2016,82.6
4/18/2016,83.42
4/19/2016,83.98
4/20/2016,82.87
4/21/2016,82.75
4/22/2016,82.33
4/25/2016,82.6
4/26/2016,82.6
4/27/2016,83.29
4/28/2016,81.33
4/29/2016,79.5
5/2/2016,80.12
5/3/2016,79.99
5/4/2016,79.71
5/5/2016,78.13
5/6/2016,78.74
5/9/2016,79.93
5/10/2016,80.05
5/11/2016,75.7
5/12/2016,75.6
5/13/2016,73.88
5/16/2016,74.61
5/17/2016,73.61
5/18/2016,68
5/19/2016,67.06
5/20/2016,68.66
5/23/2016,67.93
5/24/2016,68.69
5/25/2016,69.28
5/26/2016,68.91
5/27/2016,68.9
5/31/2016,68.78
6/1/2016,68.41
6/2/2016,68.32
6/3/2016,68.65
6/6/2016,68.81
6/7/2016,68.24
6/8/2016,68.62
6/9/2016,67.69
6/10/2016,67.88
6/13/2016,66.89
6/14/2016,66.74
6/15/2016,67.27
6/16/2016,66.98
6/17/2016,67.5
6/20/2016,67.99
6/21/2016,68.3
6/22/2016,68.86
6/23/2016,69.78
6/24/2016,69.35
6/27/2016,69.45
6/28/2016,69.74
6/29/2016,70
6/30/2016,69.82
7/1/2016,70.05
7/5/2016,69.74
7/6/2016,70.51
7/7/2016,70.09
7/8/2016,71.31
7/11/2016,72.54
7/12/2016,73.52
7/13/2016,73.17
7/14/2016,73.49
7/15/2016,73.04
7/18/2016,73.96
7/19/2016,73.95
7/20/2016,74.48
7/21/2016,74.34
7/22/2016,74.92
7/25/2016,76.3
7/26/2016,76.22
7/27/2016,75.25
7/28/2016,74.79
7/29/2016,75.33
8/1/2016,75.51
8/2/2016,73.89
8/3/2016,74.1
8/4/2016,74.14
8/5/2016,74.94
8/8/2016,75
8/9/2016,72.61
8/10/2016,73.05
8/11/2016,74.01
8/12/2016,75.81
8/15/2016,75.53
8/16/2016,75.48
8/17/2016,70.63
8/18/2016,70.3
8/19/2016,70.12
8/22/2016,70.39
8/23/2016,71.05
8/24/2016,71.73
8/25/2016,70.81
8/26/2016,70.35
8/29/2016,71.05
8/30/2016,70.39
8/31/2016,70.19
9/1/2016,70.58
9/2/2016,70.81
9/6/2016,70.1
9/7/2016,70.3
9/8/2016,69.46
9/9/2016,69
9/12/2016,69.3
9/13/2016,68.94
9/14/2016,68.2
9/15/2016,69.21
9/16/2016,69.23
9/19/2016,68.89
9/20/2016,68.62
9/21/2016,69.47
9/22/2016,68.56
9/23/2016,68.77
9/26/2016,67.22
9/27/2016,68.29
9/28/2016,67.82
9/29/2016,67.72
9/30/2016,68.68
10/3/2016,68.68
10/4/2016,68.65
10/5/2016,67.74
10/6/2016,68.41
10/7/2016,69.04
10/10/2016,68.86
10/11/2016,68.39
10/12/2016,67.86
10/13/2016,67.89
10/14/2016,68.11
10/17/2016,67.24
10/18/2016,67.36
10/19/2016,67.53
10/20/2016,67.71
10/21/2016,68.23
10/24/2016,68.26
10/25/2016,67.95
10/26/2016,68.59
10/27/2016,67.62
10/28/2016,68.83
10/31/2016,68.73
11/1/2016,67.78
11/2/2016,68.26
11/3/2016,66.67
11/4/2016,66.53
11/7/2016,67.53
11/8/2016,67.05
11/9/2016,68.81
11/10/2016,70.54
11/11/2016,71.35
11/14/2016,72.17
11/15/2016,71.44
11/16/2016,76.03
11/17/2016,76.13
11/18/2016,76.19
11/21/2016,76.51
11/22/2016,77.87
11/23/2016,78.48
11/25/2016,78.61
11/28/2016,77.72
11/29/2016,78.41
11/30/2016,77.24
12/1/2016,77.82
12/2/2016,77.94
12/5/2016,76.98
12/6/2016,76.77
12/7/2016,76.97
12/8/2016,77.84
12/9/2016,77.39
12/12/2016,76.74
12/13/2016,77.67
12/14/2016,77.19
12/15/2016,76.98
12/16/2016,76.75
12/19/2016,77.04
12/20/2016,77.65
12/21/2016,77.13
12/22/2016,73.74
12/23/2016,73.5
12/27/2016,73.7
12/28/2016,72.83
12/29/2016,72.62
12/30/2016,72.23
1/3/2017,72.75
1/4/2017,73.81
1/5/2017,72.56
1/6/2017,71.44
1/9/2017,71.43
1/10/2017,71.43
1/11/2017,71.61
1/12/2017,71.25
1/13/2017,70.19
1/17/2017,70.94
1/18/2017,66.85
1/19/2017,65.39
1/20/2017,64.1
1/23/2017,63.85
1/24/2017,64.41
1/25/2017,65
1/26/2017,64.17
1/27/2017,63.7
1/30/2017,64.12
1/31/2017,64.48
2/1/2017,63.67
2/2/2017,63.68
2/3/2017,63.75
2/6/2017,63.42
2/7/2017,63.57
2/8/2017,64.77
2/9/2017,66.41
2/10/2017,65.73
2/13/2017,64.81
2/14/2017,65.65
2/15/2017,65.75
2/16/2017,65.2
2/17/2017,65.79
2/21/2017,66.21
2/22/2017,65.94
2/23/2017,64.98
2/24/2017,66.51
2/27/2017,66.91
2/28/2017,58.77
3/1/2017,57.83
3/2/2017,57.95
3/3/2017,57.35
3/6/2017,56.1
3/7/2017,55.14
3/8/2017,55.02
3/9/2017,55.2
3/10/2017,55.36
3/13/2017,55.19
3/14/2017,54.75
3/15/2017,54.57
3/16/2017,54.59
3/17/2017,54.29
3/20/2017,54.37
3/21/2017,53.39
3/22/2017,53.58
3/23/2017,53.14
3/24/2017,53.12
3/27/2017,53.33
3/28/2017,53.6
3/29/2017,55.15
3/30/2017,55.25
3/31/2017,55.19
4/3/2017,54.03
4/4/2017,53.43
4/5/2017,52.75
4/6/2017,53.57
4/7/2017,53.24
4/10/2017,53.79
4/11/2017,53.71
4/12/2017,53.4
4/13/2017,53.39
4/17/2017,53.68
4/18/2017,53.6
4/19/2017,53.89
4/20/2017,54.64
4/21/2017,54.78
4/24/2017,54.82
4/25/2017,55.15
4/26/2017,55.98
4/27/2017,56.09
4/28/2017,55.85
5/1/2017,55.77
5/2/2017,56.16
5/3/2017,57.34
5/4/2017,57.29
5/5/2017,57.32
5/8/2017,57.3
5/9/2017,58.08
5/10/2017,58.41
5/11/2017,56.06
5/12/2017,55.8
5/15/2017,55.35
5/16/2017,54.53
5/17/2017,55.04
5/18/2017,55.83
5/19/2017,55.99
5/22/2017,55.46
5/23/2017,54.49
5/24/2017,54.13
5/25/2017,54.2
5/26/2017,54.4
5/30/2017,54.94
5/31/2017,55.15
6/1/2017,55.66
6/2/2017,55.52
6/5/2017,55.63
6/6/2017,54.58
6/7/2017,54.47
6/8/2017,54.63
6/9/2017,56.9
6/12/2017,57.87
6/13/2017,57.38
6/14/2017,57.86
6/15/2017,55.46
6/16/2017,52.61
6/19/2017,51.71
6/20/2017,50.91
6/21/2017,50.52
6/22/2017,50.63
6/23/2017,50.76
6/26/2017,51.48
6/27/2017,52.07
6/28/2017,52.06
6/29/2017,52.09
6/30/2017,52.29
7/3/2017,52.65
7/5/2017,52.16
7/6/2017,51.44
7/7/2017,51.07
7/10/2017,50.18
7/11/2017,50.41
7/12/2017,50.87
7/13/2017,53.31
7/14/2017,53.23
7/17/2017,53.73
7/18/2017,53.73
7/19/2017,54.1
7/20/2017,54.58
7/21/2017,54.84
7/24/2017,54.05
7/25/2017,55.1
7/26/2017,54.96
7/27/2017,56.05
7/28/2017,56.11
7/31/2017,56.67
8/1/2017,56.86
8/2/2017,56.8
8/3/2017,57.04
8/4/2017,57.58
8/7/2017,57.88
8/8/2017,58.74
8/9/2017,57.87
8/10/2017,55.64
8/11/2017,55.65
8/14/2017,55.79
8/15/2017,54.35
8/16/2017,56.31
8/17/2017,56.12
8/18/2017,55.65
8/21/2017,56.56
8/22/2017,56.54
8/23/2017,56.46
8/24/2017,54.21
8/25/2017,55.01
8/28/2017,54.44
8/29/2017,54.55
8/30/2017,54.32
8/31/2017,54.53
9/1/2017,56.22
9/5/2017,57.35
9/6/2017,58.02
9/7/2017,58.42
9/8/2017,57.27
9/11/2017,57.29
9/12/2017,57.89
9/13/2017,59.51
9/14/2017,59.47
9/15/2017,59.96
9/18/2017,59.09
9/19/2017,59.35
9/20/2017,59.26
9/21/2017,58.33
9/22/2017,58.99
9/25/2017,58.55
9/26/2017,58.59
9/27/2017,58.87
9/28/2017,58.91
9/29/2017,59.01
10/2/2017,58.89
10/3/2017,58.58
10/4/2017,58.66
10/5/2017,58.38
10/6/2017,57.12
10/9/2017,56.25
10/10/2017,57.6
10/11/2017,59.15
10/12/2017,60.19
10/13/2017,60.85
10/16/2017,60.15
10/17/2017,60.17
10/18/2017,60.03
10/19/2017,60.43
10/20/2017,61.76
10/23/2017,62.58
10/24/2017,62.93
10/25/2017,61.92
10/26/2017,62.01
10/27/2017,60.26
10/30/2017,59.55
10/31/2017,59.04
11/1/2017,58.86
11/2/2017,59.79
11/3/2017,59.36
11/6/2017,59.29
11/7/2017,57.89
11/8/2017,58.37
11/9/2017,59.9
11/10/2017,61.4
11/13/2017,60.4
11/14/2017,60.09
11/15/2017,54.16
11/16/2017,55.1
11/17/2017,58.14
11/20/2017,57.88
11/21/2017,57.25
11/22/2017,57.49
11/24/2017,55.88
11/27/2017,55.84
11/28/2017,56.62
11/29/2017,61.68
11/30/2017,59.9
12/1/2017,59.51
12/4/2017,62.56
12/5/2017,62.2
12/6/2017,60.72
12/7/2017,61.09
12/8/2017,61.37
12/11/2017,61.76
12/12/2017,61.02
12/13/2017,62.67
12/14/2017,61.94
12/15/2017,62.61
12/18/2017,64.08
12/19/2017,64.06
12/20/2017,64.48
12/21/2017,65.22
12/22/2017,65.39
12/26/2017,65.82
12/27/2017,65.14
12/28/2017,64.82
12/29/2017,65.25
1/2/2018,67.63
1/3/2018,67.17
1/4/2018,65.85
1/5/2018,66.55
1/8/2018,67.18
1/9/2018,69.14
1/10/2018,70.73
1/11/2018,74
1/12/2018,76.8
1/16/2018,74.96
1/17/2018,76.82
1/18/2018,77.9
1/19/2018,78.1
1/22/2018,78.58
1/23/2018,78.12
1/24/2018,76.89
1/25/2018,76.3
1/26/2018,76.95
1/29/2018,76.8
1/30/2018,75.1
1/31/2018,75.22
2/1/2018,74.97
2/2/2018,72.95
2/5/2018,70.77
2/6/2018,72.71
2/7/2018,73.25
2/8/2018,71.11
2/9/2018,72.45
2/12/2018,71.88
2/13/2018,73.88
2/14/2018,75.35
2/15/2018,76.04
2/16/2018,75.7
2/20/2018,72.86
2/21/2018,72.96
2/22/2018,75.03
2/23/2018,75.41
2/26/2018,76.9
2/27/2018,75.57
2/28/2018,75.41
3/1/2018,74.13
3/2/2018,75.15
3/5/2018,75.14
3/6/2018,71.79
3/7/2018,71.43
3/8/2018,69.75
3/9/2018,70.49
3/12/2018,70.67
3/13/2018,71.17
3/14/2018,70.65
3/15/2018,70.63
3/16/2018,70.99
3/19/2018,70.34
3/20/2018,71.56
3/21/2018,70.14
3/22/2018,68.89
3/23/2018,67.88
3/26/2018,70.28
3/27/2018,68.51
3/28/2018,69.18
3/29/2018,69.43
4/2/2018,68.98
4/3/2018,69.53
4/4/2018,71.86
4/5/2018,72.44
4/6/2018,72.29
4/9/2018,71.48
4/10/2018,72.79
4/11/2018,72.82
4/12/2018,72.43
4/13/2018,71.52
4/16/2018,72
4/17/2018,72.45
4/18/2018,72.53
4/19/2018,70.98
4/20/2018,70.32
4/23/2018,70.95
4/24/2018,70.53
4/25/2018,71.14
4/26/2018,71.88
4/27/2018,72.85
4/30/2018,72.6
5/1/2018,71.07
5/2/2018,71.45
5/3/2018,71.15
5/4/2018,71.05
5/7/2018,69.33
5/8/2018,69.42
5/9/2018,69.93
5/10/2018,70.24
5/11/2018,70.25
5/14/2018,72.9
5/15/2018,73.08
5/16/2018,75.23
5/17/2018,75.83
5/18/2018,75.94
5/21/2018,76.87
5/22/2018,75.47
5/23/2018,71.17
5/24/2018,70.94
5/25/2018,71.21
5/29/2018,71.7
5/30/2018,73.47
5/31/2018,72.89
6/1/2018,72.8
6/4/2018,76.35
6/5/2018,78.5
6/6/2018,77.9
6/7/2018,78.35
6/8/2018,78.02
6/11/2018,79.06
6/12/2018,79.07
6/13/2018,78.02
6/14/2018,77.22
6/15/2018,77.25
6/18/2018,77.12
6/19/2018,76.57
6/20/2018,75.39
6/21/2018,76.14
6/22/2018,76.04
6/25/2018,76.84
6/26/2018,76.33
6/27/2018,76.87
6/28/2018,75.6
6/29/2018,76.12
7/2/2018,75.77
7/3/2018,76.63
7/5/2018,76.55
7/6/2018,76.79
7/9/2018,77.76
7/10/2018,78.3
7/11/2018,77.58
7/12/2018,76.5
7/13/2018,77.72
7/16/2018,77.21
7/17/2018,77.27
7/18/2018,76.85
7/19/2018,78.46
7/20/2018,77.76
7/23/2018,78.69
7/24/2018,79.36
7/25/2018,79.99
7/26/2018,79.86
7/27/2018,80.13
7/30/2018,81.21
7/31/2018,80.68
8/1/2018,78.95
8/2/2018,80.76
8/3/2018,81.45
8/6/2018,81.61
8/7/2018,82.24
8/8/2018,82.39
8/9/2018,82.62
8/10/2018,82.71
8/13/2018,82.06
8/14/2018,82.68
8/15/2018,80.69
8/16/2018,82.07
8/17/2018,83.04
8/20/2018,83.32
8/21/2018,83.27
8/22/2018,85.94
8/23/2018,86.71
8/24/2018,87.31
8/27/2018,86.6
8/28/2018,86.7
8/29/2018,87.63
8/30/2018,87.31
8/31/2018,87.5
9/4/2018,88.95
9/5/2018,88.6
9/6/2018,88.88
9/7/2018,88.74
9/10/2018,89.26
9/11/2018,88.8
9/12/2018,88.65
9/13/2018,88.08
9/14/2018,87.94
9/17/2018,87.28
9/18/2018,87.68
9/19/2018,87.16
9/20/2018,87.38
9/21/2018,87.31
9/24/2018,87.24
9/25/2018,87.31
9/26/2018,87.89
9/27/2018,87.51
9/28/2018,88.21
10/1/2018,88.47
10/2/2018,86.62
10/3/2018,85.97
10/4/2018,84.84
10/5/2018,84.52
10/8/2018,85.4
10/9/2018,85.66
10/10/2018,85.2
10/11/2018,82.8
10/12/2018,84.61
10/15/2018,84.6
10/16/2018,85.81
10/17/2018,84.42
10/18/2018,83.36
10/19/2018,82.02
10/22/2018,83.23
10/23/2018,82.67
10/24/2018,82.27
10/25/2018,83.83
10/26/2018,81.94
10/29/2018,84.1
10/30/2018,85.77
10/31/2018,83.63
11/1/2018,84.23
11/2/2018,84.41
11/5/2018,85.35
11/6/2018,85.59
11/7/2018,86.76
11/8/2018,87.6
11/9/2018,86.94
11/12/2018,85.47
11/13/2018,84.32
11/14/2018,83.13
11/15/2018,80.76
11/16/2018,79.68
11/19/2018,77.79
11/20/2018,69.03
11/21/2018,69.26
11/23/2018,67.35
11/26/2018,69.25
11/27/2018,71.38
11/28/2018,71.88
11/29/2018,71.17
11/30/2018,70.96
12/3/2018,72.34
12/4/2018,69.31
12/6/2018,69.54
12/7/2018,67.81
12/10/2018,68.32
12/11/2018,66.78
12/12/2018,67.79
12/13/2018,66.68
12/14/2018,67.17
12/17/2018,64.32
12/18/2018,65.31
12/19/2018,62.83
12/20/2018,61.7
12/21/2018,61.13
12/24/2018,61.55
12/26/2018,65.11
12/27/2018,64.71
12/28/2018,64.96
12/31/2018,66.09
1/2/2019,66.44
1/3/2019,65.53
1/4/2019,66.43
1/7/2019,69.68
1/8/2019,69.61
1/9/2019,70.29
1/10/2019,68.29
1/11/2019,69.61
